,0
TSPAN32,0.011713762764029639
CCDC146,0.011721900938859865
TMED7-TICAM2,0.011793599078391252
PLOD2,0.011870389166249329
ENO3,0.011904483474312935
CASC5,0.011910249877794469
GUCA2B,0.011974209278565334
ZNF662,0.01197729011797256
BNC1,0.012038034138961571
CRYGN,0.012039586545262099
NWD1,0.012054733517799508
GAS2L2,0.01220893071002387
LYPD3,0.012248409732420085
PTPLA,0.012324343792711613
B4GALT6,0.012331075810205339
FAIM2,0.012332559643976164
COL28A1,0.012365860544084529
FUT2,0.012434618169855548
KLK13,0.012435548365063937
SDR42E1,0.012458366449531284
ZNF541,0.012492373614738143
KIAA1257,0.01251029203642077
REEP2,0.01256852449769236
KIAA0125,0.012607739684251454
CCDC33,0.012694411921138531
PIP5KL1,0.012708052236098888
ZNF750,0.01290899672046843
CLEC17A,0.012909714169338565
LRRC43,0.012951464509353921
CLCN1,0.013064871126970268
POTEF,0.01313917187311669
UCKL1AS,0.013172127818091576
RASSF10,0.013197286398210219
NOS3,0.013210891954830942
LRMP,0.01345315263192956
FCRL1,0.013580271186069734
AVIL,0.013642261067113259
KLK12,0.013665791860358514
CELF6,0.013700757722988654
GFRA3,0.013782619797902252
EPHA2,0.013837316896226411
LOC729668,0.01387845447281343
SGSM1,0.013913581655707236
GGT6,0.013926406528422409
FAM166B,0.013972981812138668
ADAMTS15,0.014108145262710321
PRR11,0.01411729232506998
LIPK,0.014185688964262607
IL17REL,0.014187992839603368
KIF12,0.014265276164877598
GIPR,0.01429549315224706
PDE10A,0.014421890328182169
REC8,0.014510859818649696
TMEM213,0.014512183492412156
ELOVL3,0.014602521989555433
NLRP2,0.01463108672168543
GJA1,0.014729094821360764
CHIA,0.014763193944851045
GLB1L3,0.015130810394538256
MAPK15,0.015238371298438028
STAP1,0.015256857627367578
PRMT8,0.01534605602095001
PPAP2C,0.015355398880732316
LPPR1,0.015490024778214605
C6,0.015496026857037708
BEND6,0.015536245894779992
ATAD3C,0.015555521021577857
MSMB,0.015563931407003025
WBSCR27,0.015583905062661
KSR2,0.015595570259200997
KLK5,0.01564756245077295
ACHE,0.015652735027779457
TMEM59L,0.015661302543960837
C16orf71,0.015714865863755166
KCNJ11,0.015752379224838405
