,0
NEFM,0.06364238972812485
SPNS3,0.06368573131892129
PLA2G4D,0.06369208376718231
GSTO2,0.06372155937638757
PNOC,0.06374261854733375
ANXA8,0.06388199079093569
ZSCAN4,0.06390636589466597
LCN10,0.06394726892489548
SRPK3,0.06401025726579397
ANXA1,0.06437822974153688
FOXM1,0.06439748915698029
CYP2E1,0.06455047248834278
IKZF3,0.06457745200389949
ACOXL,0.06464254823356828
SPEF1,0.0647952566278349
C18orf16,0.06493454937452901
PSG3,0.06501979036486179
PRC1,0.06519592618832397
PRDM16,0.06532585431646169
PCDHGA7,0.06534923408311322
PRG2,0.06543222324343957
MYH16,0.065457145007623
CYP2D7P1,0.06549835154693667
MTL5,0.06554131770384919
LOC157381,0.06576300979197468
FBN3,0.06588745266151173
ITGB4,0.06599731411666301
B4GALNT3,0.0660526492074296
CACNA2D2,0.06608509914313865
ZNF204P,0.06611086341137597
IGLON5,0.06621914021253698
SH2D6,0.06661367400511933
ECT2L,0.06690293652908082
GJB2,0.0669442092589944
PDE3A,0.06719911378741868
HOXD11,0.067274959267691
KCTD14,0.06727533457944518
PLUNC,0.06762365143591999
DPCR1,0.06763617539651298
RAB26,0.06800352507910076
C15orf42,0.06806115822556609
CYP4Z2P,0.06817272324512946
NOS1,0.06820962113723744
CDKL2,0.0683715583955646
GRIN2A,0.06845060720337523
KLF15,0.06850679034201924
COL21A1,0.06856075626404007
CYP27A1,0.06890678281049394
PLD4,0.06908486969071019
TNFRSF13C,0.06908933777950407
CELF3,0.06909749445530847
LRRC50,0.06921059401136954
GPR1,0.06925837399959743
LOC284798,0.06934930388108927
TNFSF12-TNFSF13,0.06940620478200471
PTGDS,0.06942895416270999
FOXA1,0.06950994961696479
DRD2,0.06955322838423346
FIGN,0.06960612729626459
KIAA1751,0.069610171257932
UCN3,0.0696693612702619
LOC654433,0.06966984663593327
FADS6,0.0697253674900792
C4orf31,0.06973162854161988
TCHH,0.0697560090503675
FGF13,0.06994256116719075
GRIK2,0.07000572123068673
ANKRD45,0.07023638469621521
COL8A2,0.07076104618371896
ELOVL2,0.07077011829992455
TMEM61,0.07094838254080367
CXCR5,0.07128413558774517
SLC16A4,0.07137048840386746
SUSD4,0.07161493938390882
PAX8,0.07177641067452925
SEMA4G,0.07178597367304888
LOC643763,0.07201352520228403
OR2W3,0.07229785884055022
